,Name,ReviewRate,ReviewTime,ReviewVisite,ReviewText,HostelType
17,Vasco Francisco,4,il y a 4 heures,no comment,01/2023,11
18,Ale Trainer&nutrition,5,il y a 5 heures,no comment,01/2023,11
19,Stephane Lachaud,5,il y a 5 heures,no comment,01/2023,11
20,rohan rathi,5,il y a 5 heures,no comment,01/2023,11
21,Paulo Leal,5,il y a 6 heures,no comment,01/2023,11
22,Amber Rose,5,il y a 6 heures,no comment,01/2023,11
23,Timeo Belpomme Perello,5,il y a 6 heures,no comment,01/2023,11
24,Irene CL,5,il y a 6 heures,(Traduit par Google) Magie et fun 🤩 C'est assuré     (Avis d'origine)La magia y la diversión 🤩  Está asegurada    ,01/2023,11
25,Moppi,3,il y a 6 heures,"(Traduit par Google) Nous y étions avant Noël et il y avait trop de monde. Il fallait faire la queue partout pendant 30 à 60 minutes. La nourriture est hors de prix, nous avons payé 11 euros pour un hot dog. Files d'attente interminables devant les restaurants, plein de magasins où l'on peut tout acheter, des personnages Disney aux vêtements, le mieux étant les parades.(Avis d'origine)Wir waren vor Weihnachten dort und  es war viel zu  überfüllt . 30- 60 min. musste man überall anstehen . Das Essen ist überteuert ,wir haben für ein Hot dog 11 Euro bezahlt. Vor den Restaurants sind unendliche Schlangen .Viele Läden wo man alles kaufen kann , von Disney Figuren bis Kleidung .Das beste waren die Umzüge .",01/2023,11
26,Massimiliano Pezzotti,5,il y a 6 heures,no comment,,11
27,Jamie Prince,5,il y a 7 heures,no comment,01/2023,11
28,oyinkansola quadri,5,il y a 7 heures,"(Traduit par Google) En tant qu'adulte, je ne peux vraiment pas comprendre à quel point cet endroit est magnifique(Avis d'origine)As an adult I really can’t get over how gorgeous this place is",01/2023,11
29,Mithursan Uthayakumar,5,il y a 8 heures,no comment,01/2023,11
30,Terry Vanophalvens,5,il y a 8 heures,no comment,,11
31,Marco Bozzini,5,il y a 8 heures,no comment,01/2023,11
32,Carole Porcher,5,il y a 8 heures,no comment,01/2023,11
33,Ricardo Ferreira,5,il y a 8 heures,"(Traduit par Google) L'endroit le plus magique du monde ❤️ On redevient des enfants et on s'amuse comme eux. Je reviendrai toujours !(Avis d'origine)O sítio mais mágico do mundo ❤️ Voltamos a ser crianças e divertimo-nos como elas. Voltarei, sempre!",02/2017,11
34,liineex3 Aline,5,il y a 9 heures,no comment,01/2023,11
35,Lucas,5,il y a 9 heures,"(Traduit par Google) Se visite régulièrement moyennant un pass annuel (il y a plusieurs années). Visitez de temps en temps. Reste un grand parc de grande qualité, mais en raison de certains choix de corona, il y a certaines choses sur lesquelles je suis moins positif. (pass rapide payant, visite pré-réservée même avec pass annuel et les prix ont explosé dans tous les domaines).(Avis d'origine)Regelmatig bezocht dmv een jaarpas (enkele jaren geleden). Nu nog af en toe eens op bezoek. Blijft een geweldig park mer hoge kwaliteit maar door bepaalde keuzes vanaf corona ongeveer zijn er toch bepaalde zaken waar ik minder positief over ben. (betalende fast pass, bezoek vooraf reserveren zelfs met een jaarpas en de prijzen zijn enorm gestegen op alle gebieden).",01/2023,11
36,Carlos Miguel,5,il y a 9 heures,no comment,01/2023,11
37,mister 0911,4,il y a 10 heures,no comment,01/2023,11
38,Jose Marzal Perez,5,il y a 10 heures,no comment,01/2023,11
39,Jeanette John,5,il y a 13 heures,no comment,01/2023,11
40,Eloy Cid,5,il y a 14 heures,no comment,05/2019,11
41,Bianca 3620101,5,il y a 15 heures,no comment,01/2023,11
42,Nataliia Kabanets,5,il y a 16 heures,no comment,01/2023,11
43,Анна Струкова,5,il y a 16 heures,(Traduit par Google) Tout le monde doit y aller une fois. Simplement génial! 😍💒(Avis d'origine)Einmal muss jeder hin. Einfach Top! 😍💒,01/2023,11
44,Tiziano Carpentieri,5,il y a 17 heures,"(Traduit par Google) Disneyland Paris est un lieu magique où les rêves deviennent réalité. Dès votre entrée dans le parc, vous vous sentez transporté dans un monde enchanté de personnages Disney, de spectacles palpitants et d'attractions étonnantes. La variété des choses à faire est vraiment incroyable, des montagnes russes palpitantes aux manèges aquatiques pour toute la famille.Le cadre du parc est tout simplement fantastique, plein de détails dans tous les coins, avec ses décorations suggestives et ses bâtiments de style Disney qui vous donnent l'impression d'être dans un film. Les personnages Disney sont partout et les rencontrer est toujours une surprise, les enfants sont ravis de dire bonjour à leurs héros préférés.Les spectacles sont exceptionnels, avec une variété de performances allant des défilés colorés aux spectacles d'acrobates et de feux d'artifice. On ne peut manquer d'être enchanté par la magie de ce lieu.Les restaurants partent le temps qu'ils trouvent et les prix sont décidément saugrenus. Quant à la qualité, je ne sais pas s'il y a quelque chose de décent dans l'hôtel du château, mais même s'il y en avait, même dans ce cas, on parlerait de prix fous.Dans l'ensemble, Disneyland Paris est un lieu magique où toute la famille peut s'amuser et créer des souvenirs inoubliables. Je vous recommande vivement de le visiter au moins une fois dans votre vie.(Avis d'origine)Disneyland Paris è un posto magico dove i sogni diventano realtà. Sin dal momento in cui si entra nel parco, ci si sente trasportati in un mondo incantato fatto di personaggi Disney, spettacoli emozionanti e attrazioni sorprendenti. La varietà di cose da fare è davvero incredibile, dalle montagne russe emozionanti ai giochi d'acqua per tutta la famiglia.L'ambientazione del parco è semplicemente fantastica, piena di particolari in ogni angolo, con le sue suggestive decorazioni e i suoi edifici in stile Disney che ti fanno sentire come se fossi in un film. I personaggi Disney sono ovunque e incontrarli è sempre una sorpresa, i bambini sono entusiasti di salutare i loro eroi preferiti.Gli spettacoli sono eccezionali, con una varietà di performance che vanno dalle parate colorate alle esibizioni di acrobati e fuochi d'artificio. Non si può non rimanere incantati dalla magia di questo posto.I ristoranti lasciano il tempo che trovano ed i prezzi sono decisamente improponibili. Come qualità non so se c'è qualcosa di decente nell'hotel castello, tuttavia anche se ci fosse pure in quel caso si parlerebbe di prezzi folli.In generale, Disneyland Paris è un luogo magico dove tutta la famiglia può divertirsi e creare ricordi indimenticabili. Consiglio vivamente di visitarlo almeno una volta nella vita.",01/2023,11
45,Yogamama Donni,5,il y a 17 heures,no comment,01/2023,11
46,Katell Miss,5,il y a 17 heures,no comment,01/2023,11
47,Handy Meyer,5,il y a 17 heures,no comment,01/2023,11
48,Maxime Langlois,5,il y a 17 heures,no comment,,11
49,Cybek,4,il y a 18 heures,no comment,01/2023,11
50,Alkandoori Kndr,5,il y a 18 heures,no comment,01/2023,11
51,T Z,4,il y a 18 heures,no comment,01/2023,11
52,Elena Karavou,5,il y a 18 heures,no comment,01/2023,11
53,Christophe Moal,4,il y a 18 heures,no comment,01/2023,11
54,Romain Renaud,5,il y a 18 heures,no comment,,11
55,Isabelle Crespo,5,il y a 18 heures,no comment,06/2022,11
56,Nicolette Wurtz,5,il y a 19 heures,no comment,01/2023,11
57,Yoke Namsa,4,il y a 19 heures,no comment,01/2023,11
58,Marina Comans,4,il y a 19 heures,"(Traduit par Google) Parfait pour les enfants et les familles et un moment magique. Il ne faut pas y aller avec l'intention de faire des montagnes russes particulièrement spectaculaires. Le parc est un peu plus petit que prévu et les prix sont bien sûr plus chers, mais je peux quand même vous recommander d'en faire l'expérience une fois.(Avis d'origine)Für Kinder und Familien perfekt und eine magische Zeit. Man sollte nicht mit der Intention hinfahren, besonders spektakuläre Achterbahnen zu fahren. Der Park ist etwas kleiner als gedacht und die Preise sind natürlich teurer, trotzdem kann ich empfehlen es einmal erlebt zu haben.",01/2023,11
59,BATTLEFROND,1,il y a 19 heures,(Traduit par Google) Le parc était bon mais le spectacle de drones a été annulé sans raison….(Avis d'origine)Park war gut aber die Drohnenshow wurde ohne Grund abgesagt ….,01/2023,11
60,Eli Moreno,5,il y a 19 heures,no comment,01/2023,11
61,Traveller 1980,1,il y a 19 heures,no comment,01/2023,11
62,soso jaja,3,il y a 20 heures,no comment,01/2023,11
63,Virginia Youssef,5,il y a 20 heures,"(Traduit par Google) Bel endroit à visiter, très attrayant pour les enfants, réservez un billet en ligne avant de visiter pour assurer un accès rapide, il y a toujours un très beau parc immense à l'extérieur gratuitement sans aucun paiement pour en profiter avec vos enfants si vous ne pouvez pas vous permettre le billet, Avec train aller à la gare Marne La Vallée - Chessy , RER ligne rouge A(Avis d'origine)Beautiful place to visit, very attractive for children, book a ticket online before visiting to insure quick access, still there is a very nice huge park outside for free without any payment to enjoy with your kids if you can’t afford the ticket, With train go to station Marne La Vallee - Chessy , RER red line A",01/2023,11
64,Owen Segerius,5,il y a 20 heures,no comment,01/2023,11
65,erin clancy,5,il y a 20 heures,no comment,01/2023,11
66,Sen Sey,1,il y a 20 heures,no comment,01/2023,11
67,Anna Epp,5,il y a 20 heures,(Traduit par Google) Assurez-vous d'acheter un billet quelques jours à l'avance(Avis d'origine)umbedingt Ticket ein paar Tage vorher kaufen,01/2023,11
68,Sabine Porcher,5,il y a 21 heures,no comment,01/2023,11
69,Mónica Teixeira,5,il y a 21 heures,no comment,01/2023,11
70,Willoquet Chloée,5,il y a 21 heures,no comment,01/2023,11
71,LENA MUA DIVERTIDA,4,il y a 21 heures,"(Traduit par Google) Nous avons beaucoup aimé cette attraction, une bonne montagne russe, même si l'attente a été trop longue.(Avis d'origine)Está atracción nos gusto bastante, buena montaña rusa, aunque demasiado tiempo de espera.",01/2023,11
72,Privat,4,il y a 22 heures,"(Traduit par Google) En soi une très belle expérience. Malheureusement, il y avait beaucoup de monde... en conséquence, les temps d'attente étaient assez longs.Tout était soigné.Les toilettes étaient propres.Vous pouvez en acheter beaucoup .... vous devriez donc avoir un gros sac à main.(Avis d'origine)An sich ein sehr schönes Erlebnis. Leider war es sehr voll.... dementsprechend waren die Wartezeiten ziemlich lange.Es war alles gepflegt.Toiletten waren sauber.Man kann reichlich kaufen.... also man sollte einen dicken Geldbeutel haben.",01/2023,11
73,lambert philippe,4,il y a 22 heures,no comment,01/2023,11
74,Sebastien Verdier,5,il y a 22 heures,no comment,01/2023,11
75,Chaimaa Ledoux,5,il y a 22 heures,Passer une journée merveilleuse moi qui est l'habitude depuis l'âge de mes 2 ansAujourd'hui c'était à mon tour de faire découvrir à mes deux enfants la magie de DisneyMerci à Disney pour leur travail pour la magie qui ce passe dans ce parcMerci au personnel qui travaille qui ont toujours le sourire qui sont accueillants gentilsMerci mille foisJ'ai passé une merveilleuse journée avec mes enfantsVraiment mille merci pour tous le travail que vous effectuez tous au l'on de l'année encore mille merciA très vite,01/2023,11
76,Fierobe Erine,3,il y a 22 heures,no comment,01/2023,11
77,Mario Moschini,5,il y a 22 heures,no comment,01/2023,11
78,Dani Alonso-Andrade Fernandez,5,il y a 22 heures,no comment,01/2023,11
79,Aude Nord,5,il y a 22 heures,no comment,01/2023,11
80,Angelique David,5,il y a 23 heures,no comment,01/2023,11
81,M G S,5,il y a 23 heures,no comment,01/2023,11
82,Marggioly Carrillo,5,il y a un jour,no comment,01/2023,11
83,Fernando MIGUEL MONTES,5,il y a un jour,no comment,01/2023,11
84,Cécile Ecb,5,il y a un jour,no comment,01/2023,11
85,sakis giatilis,4,il y a un jour,no comment,01/2023,11
86,AMAIA FERNANDEZ,5,il y a un jour,no comment,01/2023,11
87,Mylene Mouton,5,il y a un jour,no comment,01/2023,11
88,Talita Martins,5,il y a un jour,no comment,01/2023,11
89,Mariana Azevedo,5,il y a un jour,no comment,01/2023,11
90,Zonga B,5,il y a un jour,"(Traduit par Google) Sans aucun doute, une expérience unique, je reviendrai sans y penser.(Avis d'origine)Sin duda una experiencia única, volveré sin pensarlo..",01/2023,11
91,Schlecht In Fortnite,1,il y a un jour,"(Traduit par Google) Ce n'était rien d'impressionnant. Temps d'attente trop long si un personnage de Disney était là. A peine vu des personnages max 3 en 5 heures. Attendez 4 heures pour voir Mickey Mouse. Qu'est-ce que ça devrait ? Je ne paie pas 200 € pour attendre aussi longtemps, n'est-ce pas ? Disneyland n'est qu'une source de revenus. 90% de l'ensemble du parc uniquement des restaurants et des boutiques de souvenirs.(Avis d'origine)Es war nichts beeindruckendes. Zu lange Wartezeiten wenn mal überhaupt eine Disneyfigur da war. Kaum Figuren gesehen maximal 3 in 5 Stunden. Um Micky Mouse zu sehen 4h warten. Was soll das? Ich zahl doch keine 200€ um so lange zu warten? Disneyland ist nur Geldmacherei. 90% vom gesamten Park nur Restaurant und Sovenier Geschäfte.",01/2023,11
92,Mario Adolfo bramati,5,il y a un jour,no comment,01/2023,11
93,Bruno Herbet,4,il y a un jour,no comment,01/2023,11
94,Biljana Ladan,5,il y a un jour,no comment,01/2023,11
95,Stéphanie Le Padrun,5,il y a un jour,no comment,01/2023,11
96,Anna L,5,il y a un jour,no comment,01/2023,11
97,Roberta Pagotto,5,il y a un jour,"(Traduit par Google) Environnement propre même avec le parc plein, les jouets apparemment bien entretenus et les employés vérifiaient toujours les poutres de sécurité lorsque nous nous asseyions sur les jouets.Des détails qui finissent par nous sécuriser, ainsi qu'à ceux qui emmènent leurs enfants, c'était notre cas.(Avis d'origine)Ambiente limpo mesmo com o parque cheio, brinquedos aparentemente bem cuidados e os funcionários sempre checavam as traves de segurança ao sentarmos nos brinquedos.Detalhes que acaba passando segurança para nós e para quem leva seus filhos, foi o nosso caso.",01/2023,11
98,Ernesto D,5,il y a un jour,no comment,01/2023,11
99,Izzy Gun,4,il y a un jour,"(Traduit par Google) Disney est amusant pour les enfants. Toutes les attractions sont un pur plaisir. Ce serait bien si l'attraction était décrite plus en détail dans l'application afin que je puisse évaluer si elle n'est pas trop effrayante pour les enfants. Les restaurants sont très fréquentés (vous pouvez parfois commander et réserver à l'avance) et sont également très chers. Heureusement, ils parlent tous bien anglais dans le parc ces temps-ci 👍(Avis d'origine)Disney blijft leuk voor de kinderen. Alle attracties zijn puur genieten. Het zou wel fijn zijn als in de app de attractie meer beschreven is zodat ik kan inschatten of het niet te eng is voor de kinderen. Eetgelegenheden zijn erg druk (je kan soms wel vooraf bestellen en reserveren) en zijn ook super duur. Gelukkig spreken ze tegenwoordig allemaal goed Engels in het park 👍",01/2023,11
100,Siahnna,5,il y a un jour,no comment,01/2023,11
101,Gladys MIGAN,5,il y a un jour,no comment,01/2023,11
102,Gabrielle Garrigues Tudela (Plant4ddict),5,il y a un jour,no comment,01/2023,11
103,Akio_Sama,5,il y a un jour,no comment,01/2023,11
104,frederic TURPIN,2,il y a un jour,"La magie du Monde Disney fait bouillir le porte feuille et les esprits... Nous sommes partis un weekend en famille dans un hôtel Disney (le Santa Fe pour ne pas le citer!). Partis très tôt de notre domicile, et arrivé à 8h du matin, il y avait déjà de l'attente à la réception. L'accueil et l'enthousiasme du personnel n'était pas au Rdv. Arrivés au parc, pas mal d'attractions fermés, pas de plan proposé à l'entrée et obligé de télécharger une application qui marchait une fois sur 2. Bien sûr, un temps d'attente phénoménal aux attractions (45min à 1h) sauf si vous mettez la main au portefeuille, vous pouvez passer cette attente. Oui, les fast pass n'existent plus dans sa forme gratuite. Encore une fois, l'argent fait avancer les choses... La magie de l'argent.Si vous prenez un hôtel Disney, vous devrez maintenant payer en plus pour votre petit déjeuner. Et pour trouver une place de parking sur l'hôtel, accrochez vous...Les navettes de bus entre les hôtels et le parc s'arrêtent à 22h. Donc si vous comptez regarder le spectacle à la fermeture, prenez votre véhicule. Et si vous avez faim, emmenez des sandwichs, car quand vous dépensez plus de 7€ pour un paquet de chips et une bouteille d'eau 50cl, ben ça pique. En bref, la féerie de ce monde nous a quelque peu déçu. Un petit weekend à 1000 balles sans faire de folie ...",01/2023,11
105,Marion Le Bouille,5,il y a un jour,"Parc magique, féerique on est transporté le temps d’un week-end. Nous avons été conquis par Disney autant nous que nos enfants. Nous reviendrons c’est sûr et certain.Le parc est très propre, il est entretenue, l’hôtel est impeccable les chambres sont très bien, on y s’en bien.",01/2023,11
106,Marie France Oltz,5,il y a un jour,no comment,01/2023,11
107,Sarah Borraccino,5,il y a un jour,no comment,01/2023,11
108,Léo Crouslé,5,il y a un jour,no comment,01/2023,11
109,Bea Stalpaert,5,il y a un jour,no comment,,11
110,Tim,3,il y a un jour,"(Traduit par Google) Je suis plus que déçu par les parcs. C'est peut-être aussi parce que je connaissais déjà les parcs aux États-Unis, notamment à Orlando, en Floride. J'étais conscient que Disney Land Paris ne pouvait pas rivaliser avec les principaux parcs américains, mais j'étais un peu triste.Les 2 parcs semblent grands, mais uniquement parce qu'il y a beaucoup d'espace non aménagé. Les attractions sont super thématiques, mais les manèges eux-mêmes sont relativement peu spectaculaires. Sans thématisation, ce ne serait qu'un parc moyen. Nous n'avons pas vraiment eu à lutter avec les temps d'attente, c'était relativement vide, mais c'était probablement dû au mois de janvier, lorsque nous étions en visite, et au temps pluvieux.Les attractions de Phantasialand ou d'Europapark sont bien meilleures en termes de qualité et de fluidité. Il est également clair qu'il s'agit d'une classe complètement différente à Disney World et Universal Studios à Orlando.La plus grande déception a été Disney Studio Park. Vous avez terminé en 2 heures, vous avez presque tout vu, le campus Marvel est génial, mais les 2 attractions ne sont correctes qu'à cause de la thématique. Tu t'ennuierais sans ça.Le plus gros gâchis est la nourriture. Si au moins la qualité était bonne, ce serait toujours bien. A quelques exceptions près, la qualité de la nourriture est très médiocre. Un hamburger avec une boisson et des frites coûte 25 €... seulement dans quelques coins, vous pouvez obtenir des crêpes pour par exemple 4-7 €, ce qui me convient. Sinon, il faut parfois vraiment chercher, il n'y a pratiquement pas de zones de restauration individuelles sur les chemins, vous ne pouvez manger que dans les restaurants, qui sont généralement tous complets. Les restaurants de Disney Village, en particulier le Steakhouse, sont une blague. Super ambiance et concept mais la qualité de la nourriture et des steaks est médiocre. 104€ pour 2 personnes pour 2 steaks non comestibles.Le Newport Bay Hotel où nous avons séjourné est propre et à un prix raisonnable. Le petit déjeuner à 28 € par personne est définitivement hors de prix.Conclusion : C'était un beau voyage de 3 jours, mais rien de plus. Je n'ai pas besoin de revenir. Je préfère retourner dans les parcs d'Orlando ou de Phatasialand si c'est censé être quelque chose de proche de chez moi.(Avis d'origine)Ich bin von den Parks mehr als enttäuscht. Mag eventuell auch daran liegen, dass mir die Parks in den USA schon vorher bekannt waren, besonders in Orlando, Florida. Mir war bewußt, dass das Disney Land Paris nicht an die Hauptparks aus Amerika herankommen, allerdings war ich doch etwas traurig.Die 2 Parks wirken zwar groß, aber auch nur, weil es sehr viel unbebaute Fläche gibt. Die Attraktionen sind zwar super thematisiert, aber die Fahrten an sich sind relativ unspektakulär. Ohne Thematisierung wäre es nur ein durchschnittlicher Park. Mit Wartezeiten hatten wir nicht groß zu kämpfen, es war relativ leer, lag aber auch bestimmt am Besuchsmonat Januar und Regenwetter.Die Attraktionen im Phantasialand oder Europapark sind von der Qualität und Laufruhe viel besser. Das dies in Disney World und Universal Studios in Orlando eine ganz andere Klasse ist ist auch klar.Die größte Enttäuschung war der Disney Studio Park. Man war in 2 Stunden durch, hat fast alles gesehen, der Marvel Campus ist super, aber die 2 Attraktionen sind nur aufgrund der Thematisierung in Ordnung. Ohne wären Sie stinklangweilig.Die größe Sauerei ist ist die Verpflegung. Wenn wenigstens die Qualität stimmen würde, wäre es noch in Ordnung. Die Qualität der Speisen hat bis auf wenige Ausnahmen ein sehr schlechtes Niveau. Ein Burger mit Getränk und Pommes kosten 25€...nur in wenigen Ecken bekommt man ein Crepes für z.B. 4-7€, was für mich in Ordnung ist. Ansonsten muss man teilweise wirklich suchen, es gibt kaum einzelne Snackbereiche auf den Wegen, man kann quasi nur in den Restaurants, die meistens schon alle ausgebucht sind, essen. Die Restaurants im Disney Village, besonders the Steakhouse ist ein Witz. Tolles Ambiente und Konzept, aber die Qualität der Speisen und Steaks ist unterirdisch. 104€ für 2 Personen für 2 nicht genießbare Steaks.Das Newport Bay Hotel, wo wir untergebracht waren ist sauber und fair vom Preis. Das Frühstück für 28€ pro Person ist aber auch definitiv überteuert.Fazit: Es war ein netter 3 Tages Ausflug, mehr aber auch nicht. Nochmal muss ich nicht wieder kommen. Da gehe ich lieber wieder in die Parks in Orlando oder ins Phatasialand, wenn es etwas in meiner Wohnortnähe sein soll.",01/2023,11
111,Vincent Girard,5,il y a un jour,no comment,01/2023,11
112,Melanie Horbank,5,il y a un jour,"(Traduit par Google) Impressionnant, excitant, fascinant. En fait difficile à mettre en mots. 5 étoiles ne suffisent pas. Nous reviendrons(Avis d'origine)Beeindruckend, aufregend, faszinierend. Eigentlich kaum in Worte zu fassen. 5 Sterne sind nicht ausreichend. Wir werden wieder kommen",01/2023,11
113,Quentin Dorel,5,il y a un jour,no comment,01/2023,11
114,SM M.,4,il y a un jour,no comment,01/2023,11
115,Verónica Goncalves,5,il y a un jour,no comment,,11
116,Caroline Monier,2,il y a un jour,Hyper déçu de voir que Disney est devenu à fond dans le business… 24€ le petit déjeuné par personne lorsqu’on réserve un hôtel je trouve ça terriblement excessif !!Sans parler des spectacles qui sont à moitié français moitié anglais… je sais pas avec le blé que Disney se dégage pourrait investir dans des casques audio pour sélectionner les langues natales des autres pays non ? 🤷🏻‍♀️Bref heureusement que les attractions restent encore correct.,12/2022,11
117,Ghost AntiURM,5,il y a un jour,no comment,01/2023,11
118,Hsn,4,il y a un jour,no comment,01/2023,11
119,Hamid Maït-Rabbi,4,il y a un jour,no comment,01/2023,11
120,Patricia Rodríguez,2,il y a un jour,"(Traduit par Google) Simplement ""mains en l'air c'est un vol"". Si vous venez en janvier, apportez votre combinaison de ski car il n'y a pas de chauffage dans les files d'attente, seulement des pets de personnes qui attendent environ 40 minutes en moyenne. Il y a des attractions très démodées et ennuyeuses, ainsi que très répétitives (voyage le long d'un rail où l'on vous présente des marionnettes en papier mâché, qui pourraient bien être dans un musée du 18ème siècle. Au niveau restauration vous pouvez compter sur une augmentation drastique de votre cholestérol ou de votre diabète accompagnée d'un coup dur pour votre compte.Point positif ?Les décors sont beaux, les spectacles nocturnes (feu et équitation) sont magiques et élaborés, et vous renouez avec votre enfance.Mais mieux gérer du parc rendrait la vie plus agréable, comme le chauffage des files d'attente, des prix raisonnables, une variété d'aliments sains et une plus petite capacité pour garantir une bonne expérience aux familles.Attractions intéressantes : Space Mountain, Star Tours, Thunder Mountain, Indiana Jones.(Avis d'origine)Sencillamente ""manos arriba esto es un atraco"". Si vienes en enero, tráete el traje de esquiar puesto que en las colas no hay calefacción, únicamente pedos de la gente que espera durante aproximadamente 40 minutos de media. Hay atracciones que son muy anticuadas y aburridas, al igual que muy repetitivas (recorrido por un rail dónde te presentan marionetas de cartón piedra, que bien pudieran estar en un museo del siglo XVIII. A nivel restauración puedes contar con un drástico aumento de tu colesterol o diabetes acompañado de un sablazo en tu cuenta. ¿Lo bueno? Que las decoraciones están bonitas, el espectáculo de noche (fuego y cabalgata) son mágicas y trabajadas y conectas con tu infancia. No obstante una mejor gestión del parque harían más agradable la experiencia, como por ejemplo poner calefacción en las colas, precios razonables, variedad saludable de comida y un aforo más reducido para garantizar la buena experiencia de las familias.Atracciones que valen la pena: space mountain, star tours, thunder mountain, Indiana Jones.",01/2023,11
121,Lorenzo Pedetta,5,il y a un jour,no comment,,11
122,Adrian,5,il y a un jour,no comment,01/2023,11
123,Panda Roux,4,il y a un jour,no comment,01/2023,11
